Permit_Number,Owner_Name,Operating_Name,Street,City,State,Prem_Zip,Prem_County,Industry_Type,New_Permit_Flag
WA-I-21219,UCONORTE IMPORTADORES LLC,,23010 RYEN DR NW STE C,POULSBO,WA,98370,KITSAP,Importer (Alcohol),0
WA-I-21220,"FFWD VE VENTURES, LLC",,5221 E 3RD AVE STE B,SPOKANE VALLEY,WA,99212,,Importer (Alcohol),0
WA-I-21221,"FFWD VE VENTURES, LLC",VEHRS DISTRIBUTING COMPANY,22640 W VALLEY HWY STE 100,KENT,WA,98032,,Importer (Alcohol),0
WA-I-21222,ROJO GROUP LLC,,10508 NE 68TH AVE,VANCOUVER,WA,98686,CLARK,Importer (Alcohol),0
WA-I-21223,AQUILINI BRANDS USA INC.,,173 MIDDLE WAITSBURG RD BLDG C120-H,WALLA WALLA,WA,99362,,Importer (Alcohol),0
WA-I-21224,"GLOBAL IMPORTING GROUP, INC.",,4051 OAKESDALE AVE SW STE B,RENTON,WA,98057,KING,Importer (Alcohol),0
WA-I-21225,ISLAND IMPORT AND EXPORT LLC,,9401 AURORA AVE N UNIT G110,SEATTLE,WA,98103,,Importer (Alcohol),0
WA-I-21226,TACOMA IMPROVEMENT CLUB LLC,Rare Cane Ltd,2205 70TH AVE W UNIT 6,UNIVERSITY PLACE,WA,98466,PIERCE,Importer (Alcohol),0
WA-I-21227,"UETA SHIP SUPPLY, LLC",,20 12TH ST STE 213,BLAINE,WA,98230,,Importer (Alcohol),0
WA-I-21228,2 RIVERS BAR AND GRILL LLC,,1700 MAIN ST STE 110,WASHOUGAL,WA,98671,CLARK,Importer (Alcohol),0
WA-I-21229,DISTILLERY UNIVERSITY LLC,,608 W 2ND AVE STE 307,SPOKANE,WA,99201,,Importer (Alcohol),0
WA-I-21230,D'CORTES LLC,,4600 196TH ST SW UNIT 0917,LYNNWOOD,WA,98036,SNOHOMISH,Importer (Alcohol),0
WA-I-21231,TSAVO INC,Taifa Market,13122 171ST ST E,PUYALLUP,WA,98374,PIERCE,Importer (Alcohol),0
WA-I-21232,DEITY DISTRIBUTORS LLC,DEITY DISTRIBUTORS,4610 NE 77TH AVE STE 104,VANCOUVER,WA,98662,,Importer (Alcohol),0
WA-I-21233,VIN WESTERN DISTRIBUTING LLC,VIN WESTERN DISTRIBUTING LLC,1001 4TH ST STE 4200,SEATTLE,WA,97154,KING,Importer (Alcohol),0
WA-I-21234,AXUM ANALYTICS INC,Wines Of Washington State,23600 MILITARY RD S UNIT B366,KENT,WA,98032,,Importer (Alcohol),0
WA-I-21235,OLALLA VALLEY VINEYARD & WINERY LLC,Olalla Wines,13176 OLALLA VALLEY RD SE,OLALLA,WA,98359,KITSAP,Importer (Alcohol),0
WA-I-21236,CRAFTCADIA LLC,,2215 MIDWAY LN STE 106,BELLINGHAM,WA,98226,,Importer (Alcohol),0
WA-I-21237,LIBERACION CRAFT SPIRITS INC.,Liberacion Craft Spirits Inc.,11196 CHUMSTICK HWY,LEAVENWORTH,WA,98826,CHELAN,Importer (Alcohol),0
WA-I-21238,ASEAN DISTRIBUTION LLC,,732 10TH ST NE,AUBURN,WA,98002,KING,Importer (Alcohol),0
WA-I-21239,THE ODOM CORPORATION,The Odom Corporation,4801 E 8TH ST BLDG D STE B,TACOMA,WA,98424,,Importer (Alcohol),0
WA-I-21240,TEQUILA DE MAYA LLC,,2903 N COMMERCIAL AVE,PASCO,WA,99301,,Importer (Alcohol),0
WA-I-21241,LA CHAPA Y LOS CHAPULINES LLC,,530 BROADWAY E UNIT 404,SEATTLE,WA,98102,KING,Importer (Alcohol),0
WA-I-21242,"FREE RANGE DISTILLING COMPANY, LTD.",Bainbridge Organic Distillers,9727 NE COPPERTOP LOOP STE 101,BAINBRIDGE ISLAND,WA,98110,KITSAP,Importer (Alcohol),0
WA-I-21243,"GRAPE EXPECTATIONS (WA), LLC",,3123 142ND AVE E,SUMNER,WA,98390,PIERCE,Importer (Alcohol),0
WA-I-21244,DON CHEPE TEQUILAS MEX LLC,,17809 NE 240TH CIR,BATTLE GROUND,WA,98604,CLARK,Importer (Alcohol),0
WA-I-21245,ZOMBIE BEVERAGES LLC,,7683 SE 27TH ST UNIT 296,MERCER ISLAND,WA,98040,KING,Importer (Alcohol),0
WA-I-21246,"VOLIO VINO IMPORTS, INC.",Volio Imports,1910 FAIRVIEW AVE E STE 100 OFC C,SEATTLE,WA,98102,KING,Importer (Alcohol),0
WA-I-21247,EVERYVINE SYSTEMS CORPORATION,Everyvine Systems Corporation,10400 NE 4TH ST,BELLEVUE,WA,98004,,Importer (Alcohol),0
WA-I-21248,ROYAL PACIFIC IMPORTS LLC,Royal Pacific Imports,204 MAGNOLIA AVE,EVERETT,WA,98203,SNOHOMISH,Importer (Alcohol),0
WA-I-21249,ORGULLO MAXIMILIANA LLC,,10015 SW 178TH ST UNIT 401,VASHON,WA,98070,KING,Importer (Alcohol),0
WA-I-21250,OLYMPIC VIEW CAFE,Olympic Imports,8868 NE WARDWELL RD STE,BAINBRIDGE ISLAND,WA,98110,,Importer (Alcohol),0
WA-I-21251,MICAH ROWLAND,Micah Rowland,2801 143RD ST SW APT D,LYNNWOOD,WA,98087,SNOHOMISH,Importer (Alcohol),0
WA-I-21252,"COMPLIANCE LOGISTICS, LLC","Compliance Logistics, LLC",522 W RIVERSIDE AVE STE N,SPOKANE,WA,99201,,Importer (Alcohol),0
WA-I-21253,DEW AND DROP INC,Hanmi,8040 S 192ND ST,KENT,WA,98032,,Importer (Alcohol),0
WA-I-21254,"WINESFROMGEORGIA, LLC",WinesFromGeorgia,19215 80TH PL W,EDMONDS,WA,98026,,Importer (Alcohol),0
WA-I-21255,BALLARD SPIRITS LLC,Ballard Spirits LLC,2001 W GARFIELD ST W BLDG 19A,SEATTLE,WA,98119,KING,Importer (Alcohol),0
WA-I-21256,GRAVEL ROAD WINES LLC,Strade Bianche Wines,3123 142ND AVE E,SUMNER,WA,98390,PIERCE,Importer (Alcohol),0
WA-I-21257,"ANCORA VINO, LLC",Ancora Vino,4786 1ST AVE S UNIT B19,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21258,DASAGROUP HOLDINGS CORP,LA SANGRIA CO,23903 56TH AVE W,MOUNTLAKE TERRACE,WA,98043,SNOHOMISH,Importer (Alcohol),0
WA-I-21259,OFF THE TAP,,1902 N RIO GRANDE LN,SPOKANE VALLEY,WA,99016,SPOKANE,Importer (Alcohol),0
WA-I-21260,"J.S.O'WILL, INC.",,34004 9TH AVE S STE A4,FEDERAL WAY,WA,98003,KING COUNTY,Importer (Alcohol),0
WA-I-21261,SILVERDALE TECHNOLOGY LLC,Silverdale Tech,1310 BERTHA AVE NW STE L,BREMERTON,WA,98312,,Importer (Alcohol),0
WA-I-21262,BOTTLES TO BARRELS LLC,Bottles to Barrels LLC,9401 AURORA AVE N UNIT Y213,SEATTLE,WA,98103,,Importer (Alcohol),0
WA-I-21263,"T&SCG VENTURES, LLC",Tour du Monde Wines,9401 AURORA AVE N UNIT Z230,SEATTLE,WA,98103,KING,Importer (Alcohol),0
WA-I-21264,EDWARD DISTRIBUTING LLC,Edward Distributing,2020 2ND AVE,SEATTLE,WA,98121,,Importer (Alcohol),0
WA-I-21265,"WELL 80 BREWING COMPANY, LLC",Well 80 Brewing Company,514 4TH AVE,OLYMPIA,WA,98501,THURSTON,Importer (Alcohol),0
WA-I-21266,STE. MICHELLE WINE ESTATES LLC,,14111 NE 145TH ST,WOODINVILLE,WA,98072,,Importer (Alcohol),0
WA-I-21267,PREMIUMCO LLC,Northstar,14111 NE 145TH ST,WOODINVILLE,WA,98072,,Importer (Alcohol),0
WA-I-21268,"YOUNG OCEAN, INC.",Young Ocean,20233 80TH AVE S,KENT,WA,98032,KING COUNTY,Importer (Alcohol),0
WA-I-21269,JUAN LUIS SANDOVAL,Juan Luis Sandoval,9986 NW LEE ST NW BLDG,PESHASTIN,WA,98847,CHELAN,Importer (Alcohol),0
WA-I-21270,"CASCADIA WINE & SPIRITS, INC.",,2512 E EVERGREEN BLVD STE 1174,VANCOUVER,WA,98661,CLARK,Importer (Alcohol),0
WA-I-21271,"VIN2U WINE GROUP, LLC",Vin2U Wine Group,1614 SE 118TH AVE UNIT 1308,BELLEVUE,WA,98005,KING,Importer (Alcohol),0
WA-I-21272,"PACIFIC LIVE, LLC",,4500 9TH AVE NE,SEATTLE,WA,98105,,Importer (Alcohol),0
WA-I-21273,AMATITANS UNIQUE DISTILLED SPIRITS LLC,,5421 A PACIFIC AVE,TACOMA,WA,98408,,Importer (Alcohol),0
WA-I-21274,BALLARD SPIRITS LLC,Ballard Spirits,650 PEASE RD,BURLINGTON,WA,98233,SKAGIT,Importer (Alcohol),0
WA-I-21275,"GARGANTUAN TEA, LLC",IND WINE,11202 NE 68TH AVE,VANCOUVER,WA,98686,CLARK,Importer (Alcohol),0
WA-I-21276,"CHAUSSE, INC.",Chausse Selections,1614 118TH AVE SE UNIT 1328,BELLEVUE,WA,98005,KING,Importer (Alcohol),0
WA-I-21277,"PERLA CERKOVINE, L.L.C.","PERLA CERKOVINE, L.L.C.",801 SW 16TH ST UNIT A7,RENTON,WA,98057,,Importer (Alcohol),0
WA-I-21278,"SEATTLE CAFE, INC.",Northwest Spirits,14522 NE NORTH WOODINVILLE WAY STE 102B,WOODINVILLE,WA,98072,,Importer (Alcohol),0
WA-I-21279,LEWIS IMPORTS LLC,Lewis Imports,3123 142ND AVE,EAST SUMNER,WA,98390,,Importer (Alcohol),0
WA-I-21280,WESEP INC.,,1420 156TH AVE NE STE I,BELLEVUE,WA,98007,,Importer (Alcohol),0
WA-I-21281,SANT'ANGELUS USA LLC,,13438 NE 54TH PL,BELLEVUE,WA,98005,KING,Importer (Alcohol),0
WA-I-21282,MUNDIAL360 LLC,mundial360,415 SW AIRPORT WAY,MATTAWA,WA,99349,GRANT,Importer (Alcohol),0
WA-I-21283,BARWICK BEVERAGES LLC,,1413 3RD AVE W,SEATTLE,WA,98119,,Importer (Alcohol),0
WA-I-21284,"NOBLE WINES, LTD.",Winebow,1420 S 192ND ST,SEATAC,WA,98148,,Importer (Alcohol),0
WA-I-21285,"CAADXI, IMPORTS LLC","CAADXI, IMPORTS LLC",35501 SE DOUGLAS ST UNIT 1102,SNOQUALMIE,WA,98065,,Importer (Alcohol),0
WA-I-21286,COPPER CAT LLC,Copper Cat Distillery,19151 144TH AVE NE STE H,WOODINVILLE,WA,98072,KING,Importer (Alcohol),0
WA-I-21287,PRETTY PRETTY DRINKS CORPORATION,Pretty Pretty Drinks,15300 NE REDMOND WOODINVILLE RD NE UNIT F1,WOODINVILLE,WA,98072,,Importer (Alcohol),0
WA-I-21288,"LATITUDE WINES, LLC",Latitude Wines,2302 B ST NW STE 101-A,AUBURN,WA,98001,,Importer (Alcohol),0
WA-I-21295,"MALLARD LIBATIONS, LLC","MALLARD LIBATIONS, MALLARD",17324 155TH PL NE,WOODINVILLE,WA,98072,KING,Importer (Alcohol),0
WA-I-21296,"AK'S IMPORTS, LLC",AK's Imports,1460 F ST STE B,WALLA WALLA,WA,99362,WALLA WALLA,Importer (Alcohol),0
WA-I-21297,ADEY ABEBA LLC,ADEY ABEBA,2810 MARSHALL AVE,TACOMA,WA,98421,PEARCE,Importer (Alcohol),0
WA-I-21298,SAHALEE LIQUOR COMPANY WA LLC,Diaz Liquor Company,4020 HARRISON AVE STE B,CENTRALIA,WA,98531,LEWIS,Importer (Alcohol),0
WA-I-21299,NIGHTCAP IMPORTS LLC,,3012 NW 60TH ST,SEATTLE,WA,98107,KING,Importer (Alcohol),0
WA-I-21300,GRIFFIN SPRAGUE,Arcane Imports,9401 AURORA AVE N BLDG 1,SEATTLE,WA,98103,KING,Importer (Alcohol),0
WA-I-21301,ACTFAST LLC,,14817 119TH PL NE,KIRKLAND,WA,98034,,Importer (Alcohol),0
WA-I-21302,BATTLE GROUND VINEYARD LLC,Battle Ground Vineyard and Winery,9707 NE 199TH ST,BATTLE GROUND,WA,98604,CLARK,Importer (Alcohol),0
WA-I-21303,GOODS TO MARKET LLC,Lakeside Distributing,15300 WOODINVILLE-REDMOND RD NE UNIT 2FA,WOODINVILLE,WA,98072,KING,Importer (Alcohol),0
WA-I-21304,GRANDPA'S SPIRIT DISTILLERY LLC,,720 SENECA ST STE 107,SEATTLE,WA,98101,,Importer (Alcohol),0
WA-I-21305,"BLACK MAGIC BEVERAGES, LLC",,13749 MIDVALE AVE N STE 2,SEATTLE,WA,98133,KING,Importer (Alcohol),0
WA-I-21306,RICH IMPORTS LLC,,1220 MAIN ST STE 400,VANCOUVER,WA,98660,CLARK,Importer (Alcohol),0
WA-I-21307,OMNI STUDIO,Omni Gaming,203 E MAIN AVE,CHEWELAH,WA,99109,,Importer (Alcohol),0
WA-I-21308,"RAISIN D'ETRE SELECTIONS, CORP.",Raisin D'etre Selections,12915 1ST AVE SW,BURIEN,WA,98146,KING,Importer (Alcohol),0
WA-I-21309,CHOICE CELLARS LLC,,1186 QUEETS PL,FOX ISLAND,WA,98333,PIERCE,Importer (Alcohol),0
WA-I-21310,"A POSTO VINO IMPORTS, LLC",,9401 N AURORA AVE UNIT H253,SEATTLE,WA,98103,KING,Importer (Alcohol),0
WA-I-21311,PROHIBITION CELLARS LLC,Prohibition Cellars,19501 144TH AVE NE STE F-900,WOODINVILLE,WA,98072,,Importer (Alcohol),0
WA-I-21312,EDMONDS WINE GUYS LLC,Vertical Wine Collective,123 SECOND AVE S STE 140,EDMONDS,WA,98020,,Importer (Alcohol),0
WA-I-21313,GLOBE & GRAPE LLC,,530 14TH AVE W,KIRKLAND,WA,98033,,Importer (Alcohol),0
WA-I-21314,COLUMBIA RIVER VINTAGES LLC,Columbia River Vintages LLC,819 BENTON WAY,WENATCHEE,WA,98801,CHELAN,Importer (Alcohol),0
WA-I-21315,"TOXO IMPORTS,LLC",,6544 FLETCHER BAY RD NE UNIT S104,BAINBRIDGE ISLAND,WA,98110,KITSAP,Importer (Alcohol),0
WA-I-21316,SCOTT R HANSEN,,8652 17TH AVE SW,SEATTLE,WA,98106,,Importer (Alcohol),0
WA-I-21317,"THE MAGUEY COLLECTIVE, LLC",,7356 34TH AVE SW,SEATTLE,WA,98126,,Importer (Alcohol),0
WA-I-21318,"ASTRAEA, LLC",Astraea Spirits,18730 142ND AVE NE BLDG C,WOODINVILLE,WA,98072,KING,Importer (Alcohol),0
WA-I-21319,"CHLOE WINES, LLC",,1521 N 121ST ST,SEATTLE,WA,98133,KING,Importer (Alcohol),0
WA-I-21320,BLIND TIGER LIMITED LIABILITY COMPANY,,9243 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98118,KING,Importer (Alcohol),0
WA-I-21321,"CODIPRAL, LLC",,2411 E DECATUR AVE,SPOKANE,WA,99208,KOOTENAI,Importer (Alcohol),0
WA-I-21322,PICKLES PLAYLAND LLC.,Pickles Playland,95 FRONT ST N,ISSAQUAH,WA,98027,KING,Importer (Alcohol),0
WA-I-21323,EAST WHOLESALE LLC,East Wholesale,1100 POPLAR PL S,SEATTLE,WA,98144,,Importer (Alcohol),0
WA-I-21324,LILAC WINE & SPIRITS IMPORTS LLC,,1481 ELLIOTT AVE UNIT C1,SEATTLE,WA,98119,,Importer (Alcohol),0
WA-I-21325,THE COPITA PROJECT LLC,,5405 47TH AVE NE,SEATTLE,WA,98105,,Importer (Alcohol),0
WA-I-21326,"K VINTNERS, L.L.C.",House of Smith,1136 S ALBRO PL,SEATTLE,WA,98108,,Importer (Alcohol),0
WA-I-21327,CASA XIMENA LLC,Casa Ximena,309 S CLOVERDALE ST STE C9,SEATTLE,WA,98108,KING,Importer (Alcohol),0
WA-I-21328,WORLD IMPORT CORP,,3800 150TH AVE CT E STE 105,SUMNER,WA,98390,PIERCE,Importer (Alcohol),0
WA-I-21329,GENESIS SPIRITS LLC,Genesis Spirits,2314 NE 236TH AVE,SAMMAMISH,WA,98074,KING,Importer (Alcohol),0
WA-I-21330,APNA FOODS USA LLC,,830 PEACE PORTAL DR,BLAINE,WA,98230,,Importer (Alcohol),0
WA-I-21332,SPIRITED ANIMALS LLC,,8468 NE 170TH ST,KENMORE,WA,98028,,Importer (Alcohol),0
WA-I-21333,"VERAVIN, LLC",,8617 NE 20TH ST,CLYDE HILL,WA,98004,KING,Importer (Alcohol),0
WA-I-21334,THE JENKINS PORTFOLIO LLC,,4217 SW ATLANTIC ST,SEATTLE,WA,98116,KING,Importer (Alcohol),0
WA-I-21335,WINE LLC,L & G Distributors,6644 S 196TH ST STE T103,KENT,WA,98032,KING,Importer (Alcohol),0
WA-I-21336,"LARKSPUR HOLDINGS, LTD",Skyliner Fine Wines,1423 MCGILVRA BLVD E,SEATTLE,WA,98112,KING,Importer (Alcohol),0
WA-I-21337,PREMIUM AGAVE IMPORTS LLC,,801 SW 16TH ST UNIT E19,RENTON,WA,98057,,Importer (Alcohol),0
WA-I-21338,QUICKIE MAXIMIN LLC,Joyous Society Wine Co,3123 142ND AVE E STE JS,SUMNER,WA,98390,PIERCE,Importer (Alcohol),0
WA-I-21339,BIRDS OF PARADISE CELLARS LLC,,4060 9TH AVE NE APT 507,SEATTLE,WA,98105,WASHINGTON,Importer (Alcohol),0
WA-I-21340,PURPLE SMILES LLC,,1419 UNDINE ST,BELLINGHAM,WA,98229,WASHINGTON,Importer (Alcohol),0
WA-I-21341,SOULFUL TEMPTATIONS WINERY,,13128 66TH AVENUE CT E,PUYALLUP,WA,98373,PIERCE,Importer (Alcohol),0
WA-I-21342,SM PREMIUM IMPORTS LLC,PremiumCo LLC,14111 NE 145TH ST STE B,WOODINVILLE,WA,98072,,Importer (Alcohol),0
WA-I-21343,MERCHANT OF CRAFT LLC,Merchant of Craft,1016 N CUSHMAN AVE,TACOMA,WA,98403,PIERCE,Importer (Alcohol),0
WA-I-21344,L&L IMPORTERS LLC,,12611 NE 87TH PL,KIRKLAND,WA,98033,,Importer (Alcohol),0
WA-I-21345,HAMMER SPECIALTIES,,5212 SHORECREST DR NE,MOSES LAKE,WA,98837,,Importer (Alcohol),0
WA-I-21346,"WISMETTAC ASIAN FOODS, INC.",,19931 72ND AVE S STE 101,KENT,WA,98032,,Importer (Alcohol),0
WA-I-21347,"PRUFROCK WINES, LLC",PRUFROCK WINES,3123 142ND AVE E,SUMNER,WA,98390,,Importer (Alcohol),0
WA-I-21348,509 SPIRITS LLC,,4020 HARRISON AVE STE C,CENTRALIA,WA,98531,LEWIS,Importer (Alcohol),0
WA-I-21349,"ORGULLO AJENO TEQUILA, LLC",,16170 SE EASTGATE WAY APT G304,BELLEVUE,WA,98008,,Importer (Alcohol),0
WA-I-21350,"MAE DOT SOLUTIONS, LLC",,3211 S MARTIN LUTHER KING JR. WAY STE D,SEATTLE,WA,98144,,Importer (Alcohol),0
WA-I-21351,"AMBROSE ENTERPRISES, LLC",,1515 BRENTWOOD LN,MOUNT VERNON,WA,98274,SKAGIT,Importer (Alcohol),0
WA-I-21352,MJ CASA TEQUILA INC.,,2024 FARMAN ST N UNIT A-9,ENUMCLAW,WA,98022,KING,Importer (Alcohol),0
WA-I-21353,MAVRUD LLC,MAVRUD LLC,1614 118TH AVE SE UNIT 205C,BELLEVUE,WA,98005,,Importer (Alcohol),0
WA-I-21354,PROVIDENCE MARKET LLC,,1625 E JEFFERSON ST,SEATTLE,WA,98122,KING,Importer (Alcohol),0
WA-I-21355,"GRAND DISTRIBUTION, LLC",,3020 PINE CREEK DR,MOUNT VERNON,WA,98273,,Importer (Alcohol),0
WA-I-21356,"RM WINERIES, LLC",Acient Lake Wine Company,795 BEVERLY BURKE RD N,QUINCY,WA,98848,GRANT,Importer (Alcohol),0
WA-I-21357,"VIN-STAR IMPORTS, LLC",,9401 AURORA AVE N UNIT J330,SEATTLE,WA,98103,,Importer (Alcohol),0
WA-I-21358,HUA REN LLC,HUA REN,19707 INTERNATIONAL BLVD UNIT 549-75A,SEATAC,WA,98108,,Importer (Alcohol),0
WA-I-21359,"ARCHETYP ALPINE WINE & SPIRITS, LLC",,3123 142ND AVE E STE W,SUMNER,WA,98390,,Importer (Alcohol),0
WA-I-21360,TACOMA WINE CORPORATION,Tacoma Wine Merchants,2112 N 30 ST STE C,TACOMA,WA,98403,PIERCE,Importer (Alcohol),0
WA-I-21361,THE ODOM CORPORATION,,5803 PATTON BLVD NE,MOSES LAKE,WA,98837,,Importer (Alcohol),0
WA-I-21362,THE ODOM CORPORATION,,5408 NE 88TH ST,VANCOUVER,WA,98665,,Importer (Alcohol),0
WA-I-21363,CASA BRUNO WASHINGTON LLC,Casa Bruno Washington,1857 S 216TH ST,DES MOINES,WA,98198,KING,Importer (Alcohol),0
WA-I-21364,THE ODOM CORPORATION,,2586 S GRAND AVE B,PULLMAN,WA,99163,,Importer (Alcohol),0
WA-I-21365,THE ODOM CORPORATION,,14303 NE 63RD ST,VANCOUVER,WA,98682,,Importer (Alcohol),0
WA-I-21366,THE ODOM CORPORATION,,3836 N CLEMONS ST,EAST WENATCHEE,WA,98802,,Importer (Alcohol),0
WA-I-21367,THE ODOM CORPORATION,,5810 W THORPE RD,SPOKANE,WA,99224,,Importer (Alcohol),0
WA-I-21368,THE ODOM CORPORATION,,3301 E ISAACS AVE,WALLA WALLA,WA,99362,,Importer (Alcohol),0
WA-I-21369,THE ODOM CORPORATION,,325 COLUMBIA ST,OMAK,WA,98841,,Importer (Alcohol),0
WA-I-21370,MAIZ LLC,Maiz,7301 15TH AVE NW,SEATTLE,WA,98117,KING,Importer (Alcohol),0
WA-I-21371,AMBA INTERNATIONAL LLC,Amba,28103 SE 153RD AVE,KENT,WA,98042,KING,Importer (Alcohol),0
WA-I-21372,INTERLUXE RESORTS LLC,The Wong Imports,160 NW GILMAN BLVD STE 231,ISSAQUAH,WA,98027,KING,Importer (Alcohol),0
WA-I-21373,VINO VERA LLC,Vino Vera,11596 WATER TANK RD,BURLINGTON,WA,98233,,Importer (Alcohol),0
WA-I-21374,"LARKSPUR HOLDINGS, LTD",Skyliner Fine Wines,9401 N AURORA AVE STE 100,SEATTLE,WA,98103,,Importer (Alcohol),0
WA-I-21375,5 O'CLOCKUSA LLC,,13723 SE 463RD AVE,NORTH BEND,WA,98045,KING,Importer (Alcohol),0
WA-I-21376,ALIMONY CELLARS LLC,Alimony Cellars,1105 C STREET,WALLA WALLA,WA,99362,,Importer (Alcohol),0
WA-I-21377,ANDES WINE IMPORTS LLC,,241 S LANDER ST UNIT 18D,SEATTLE,WA,98134,KING,Importer (Alcohol),0
WA-I-21378,GIROA LLC,Giroa LLC,2016 E 23RD AVE,SEATTLE,WA,98112,,Importer (Alcohol),0
WA-I-21379,WYLIE-YOUNG L.L.C.,VA PIANO VINEYARDS,1793 JB GEORGE RD,WALLA WALLA,WA,99362,,Importer (Alcohol),0
WA-I-21380,ZOMBIE DISTRIBUTING LLC,,3028 78TH AVE SE,MERCER ISLAND,WA,98040,KING,Importer (Alcohol),0
WA-I-21381,THE ODOM CORPORATION,,3409 MCDOUGALL AVE,EVERETT,WA,98201,,Importer (Alcohol),0
WA-I-21382,THE ODOM CORPORATION,,5943 STATE HIGHWAY 303 STE 101,BREMERTON,WA,98311,,Importer (Alcohol),0
WA-I-780,"AMMEX TAX & DUTY FREE SHOPS WEST, INC.",,HIGHWAY 97 & CANADIAN BORDER,OROVILLE,WA,98844,OKANOGAN,Importer (Alcohol),0
WA-I-804,"HOST INTERNATIONAL, INC.",,SEATTLE-TACOMA INT'L AIRPORT,SEATTLE,WA,98158,KING,Importer (Alcohol),0
WA-I-820,"PAC-CAN EXPORTS, INC.",,INTERS.STATE RTE 543 & CANAD.BORDER,BLAINE,WA,98230,PIERCE,Importer (Alcohol),0
WA-I-821,"PAC-CAN EXPORTS, INC.",,PEACE PORTAL DR & BELL RD,BLAINE,WA,98230,WHATCOM,Importer (Alcohol),0
WA-I-832,"AMMEX TAX & DUTY FREE SHOPS WEST, INC.",,108 HARRISON ST,SUMAS,WA,98295,WHATCOM,Importer (Alcohol),0
WA-I-833,"SUNSET DISTRIBUTORS, INC.",,HWY 97 & CANADIAN BORDER,OROVILLE,WA,98844,OKANOGAN,Importer (Alcohol),0
WA-I-834,"AMMEX TAX & DUTY FREE SHOPS WEST, INC.",,9948 GUIDE MERIDIAN RD,LYNDEN,WA,98264,WHATCOM,Importer (Alcohol),0
WA-I-837,"AMMEX TAX & DUTY FREE SHOPS WEST, INC.",,20 12TH ST,BLAINE,WA,98230,WHATCOM,Importer (Alcohol),0
WA-I-845,THE ODOM CORPORATION,,20421 84TH AVE,KENT,WA,98032,KING,Importer (Alcohol),0
WA-I-863,"SOUND BEVERAGE DISTRIBUTORS, INC.",,3901 AIRPORT WAY,BELLINGHAM,WA,98226,WHATCOM,Importer (Alcohol),0
WA-I-883,"SUNSET DISTRIBUTORS, INC.",,4912 14TH AVE,SEATTLE,WA,98107,KING,Importer (Alcohol),0
WA-I-890,GEM INTERNATIONAL LTD.,"BIANCO-ROSSO IMPORTS, LTD",2028 21ST AVE S,SEATTLE,WA,98144,KING,Importer (Alcohol),0
WA-I-924,"COLUMBIA DISTRIBUTING COMPANY, INC.",COLUMBIA DISTRIBUTING,1911 N WENATCHEE AVE,WENATCHEE,WA,98801,CHELAN,Importer (Alcohol),0
WA-I-933,"UNIQUE WINE COMPANY, INC.",UNIQUE WINE CO.,940 THOMAS AVE,RENTON,WA,98055,KING,Importer (Alcohol),0
WA-I-981,"VEHRS, INC.",,3808 N SULLIVAN RD BLDG 11,SPOKANE,WA,99216,SPOKANE,Importer (Alcohol),0
WA-I-987,"DICKERSON DISTRIBUTORS, INC.",,1313 MEADOR AVE,BELLINGHAM,WA,98229,WHATCOM,Importer (Alcohol),0
WA-I-988,ELLIOTT BAY DISTRIBUTING CO INC,,650 S INDUSTRIAL WAY,SEATTLE,WA,98108,KING,Importer (Alcohol),0
WI-I-15001,ASIA RESOURCES INC.,,1300 NORPLEX DR,LA CROSSE,WI,54601,LA CROSSE,Importer (Alcohol),0
WI-I-15002,"ALPHA DOG WINES, LLC",ALPHA DOG WINES,905 GEORGE ST #194,DE PERE,WI,54115,BROWN,Importer (Alcohol),0
WI-I-15003,"PETROS IMPEX, INC.",,9001 N IROQUOLS RD,BAYSIDE,WI,53217,MILWAUKEE,Importer (Alcohol),0
WI-I-15004,SA IMPORTS,SA IMPORTS,3317 WESTMINSTER RD,JANESVILLE,WI,53546,ROCK,Importer (Alcohol),0
WI-I-15006,VON STIEHL WINERY LTD.,VON STIEHL WINERY,115 NAVARINO ST,ALGOMA,WI,54201,KEWAUNEE,Importer (Alcohol),0
WI-I-15010,SPB LLC,STEVENS POINT BREWERY,2617 WATER ST,STEVENS POINT,WI,54481,PORTAGE,Importer (Alcohol),0
WI-I-15015,"LOS ALTOS AGAVE DISTRIBUTOR, INC.",,3431 W FOREST HOME AVE,MILWAUKEE,WI,53215,MILWAUKEE,Importer (Alcohol),0
WI-I-15017,SRODA FAMILY LLC,SOUTH AMERICAN IMPORT COMPANY,2532 HUNTINGTON WAY,SUAMICO,WI,54173,BROWN,Importer (Alcohol),0
WI-I-15019,"CB DISTRIBUTORS, INC.",,2500 KENNEDY DR,BELOIT,WI,53511,ROCK,Importer (Alcohol),0
WI-I-15020,LETRAH INTERNATIONAL CORPORATION,,KOSHKONONG MOUNDS RD,FORT ATKINSON,WI,53538,JEFFERSON,Importer (Alcohol),0
WI-I-15021,ANTONIO REGUILON,PEDAL IBERICA,8 RIVERDALE CIR,WATERTOWN,WI,53094,JEFFERSON,Importer (Alcohol),0
WI-I-15023,VINI D' ITALIA LLC,,314 OAK ST,PRESCOTT,WI,54021,PIERCE,Importer (Alcohol),0
